id,title,year,avg rating,no. of ratings,avg complexity,min players,max players,min play time,max play time,categories,types,mechanisms,description,image
2592,Director's Cut,1996,5.79545,22,1,2,18,60,60,,Movies / TV / Radio theme Trivia ,Roll / Spin and Move,"You move around the board, answering questions about movies. The questions are grouped into 8 categories. The categories represent how the questions are structured (Name the actor that appeared in these two movies..., Name the movie that contained these two actors..., etc.).

The spaces dictate the category you must answer. There are also some reel action spaces that may make you move forward, move backward, gain an extra turn, or lose a turn.

",http://cf.geekdo-images.com/5GvRLHemH60flw1gFJNRQ0dvzAk=/fit-in/200x150/pic129958.jpg
2594,Quadragammon,1977,4,4,0,4,4,45,45,Abstract,Abstract Strategy Dice ,Dice RollingPartnershipsRoll / Spin and Move,"On a four-sided backgammon table, two teams face each other; one team moves clockwise, the other counterclockwise.  Otherwise, the rules follow standard backgammon pretty closely.  A variant is supplied allowing four *individual* players.

A newer version from 2005, Quadrogammon, features a silk-screened roll-up board.

Though not the same game, another 4-player backgammon variant is Backgammon 4

",http://cf.geekdo-images.com/d0EBNc1zu4qf6fCKU1dB-ypgX50=/fit-in/200x150/pic6552.jpg
2595,Moon Dragon,1997,7,10,4,2,4,0,0,Wargames,Miniatures Science Fiction Wargame ,Simultaneous Action Selection,"In MoonDragon, players engage in tactical starship combat over the surface of the moon.  The spaceships are mounted on antennae and plastic joints, which combine to allow a remarkable range of positions -- for example, one could have a ship positioned upside down seven inches off the playing surface.  Movement is determined simultaneously and then resolved, often resulting in disaster for the inexperienced pilot.

Tactical space combat over the surface of the moon, using miniatures mounted on custom 3D telescoping flight stands. Each player is given two figures and stands for each of his ships, allowing him to see his old position while figuring his next movement (the extra ships are in play only during that ship's movement) - optional rules allow play with single figures. Each ship has a fighter display for tracking status. Weapons include a variety of lasers; the advanced rules add the paralyzer glue gun; resource rules also cover bombs, rockets, and missiles. Data is provided for four fighters plus non-combatants. The rulebook also provides Mission Builder random mission and campaign rules, a pilot development system, and a brief introduction to lunar terrain.

Boxed set includes:

80-page, 8.5 x 11 rules booklet
    Quick Start/Frequently Asked Questions sheet
    4 Ship Display sheets
    Assembly Instructions sheet (for the flight stands)
    Example Engagement pamphlet
    two template sheets
    blister pack containing 2x Wardog and 2 x Moondragon ship miniatures (manufactured by Rafm)
    ziploc bag containing 2 6-sided dice and 36 red and blue plastic disks (tokens)
    4 unassembled flight stands
        four 3 x 3 x 1.5 varnished wooden blocks (bases)
        four telescoping antennae
        40 plastic 3D joints

Tactical. Scale unstated. Each figure represents an individual space fighter. Designed for use with the MoonDragon line of miniatures.

",http://cf.geekdo-images.com/f9Q6X-KWlwQkKGvapl9JtQfK8Gs=/fit-in/200x150/pic15230.jpg
2614,Babble-On,1992,5.79545,22,1,4,6,30,30,,Party Game Word Game ,Simultaneous Action Selection,"From the box:

The phrases may look like nonsense but in Babble-On they all mean something! Just sound them out over and over, Babbling, listen closely, and you'll soon hear the answer.

You don't need the gift of gab to know the answer, just a good ear! So PITCHER THIN KIN GAPS OWN because DISK KEY MISSILE AUTO FUN! And remember: Don't believe anything you see... only what you hear!

Same concept as Mad Gab.

",http://cf.geekdo-images.com/AFge-q055paY_e1E2qhxbS3GGZ8=/fit-in/200x150/pic87113.jpg
2617,Knack den Code-X,2001,5.35714,7,0,1,0,30,30,,Puzzle ,,"Code - X is a strange little game that challenges players to make connections using wooden rods of variable length on dowels in movable wooden bases.  In the solitaire game, you try to use all the connecting rods.  In the multiplayer game, you try to create a situation that will prevent your opponent from making a connection.

",http://cf.geekdo-images.com/9IA9MZm37hRYxfbVSB4ewIRxjSQ=/fit-in/200x150/pic160630.jpg
2618,Westwärts,1995,4.5,6,0,2,6,60,60,,American West Transportation ,Simultaneous Action Selection,"On his last long ride through the wide and wild West, the experienced expedition leader McTrucker realizes that he's getting too old for the job  but who will take his place? One of the greenhorns accompanying the current expedition?

To find out which of these greenhorns might be best for the job, McTrucker gives each of them a mission on the final day of the expedition  and to make sure he finds out how they fare against one another, the missions all bring them into competition with one another. Only the one who can enforce his will best over the others and best deal with unexpected situations will merit being appointed expedition leader.

To set up Westwrts, twenty wagon cards  along with settlers, gold mines and even a scout, barber, preacher, teacher, cook and gravedigger  are placed beside a munitions wagon. Five cards each are randomly distributed on four area cards (pastureland, desert, Indian country and mountain country). Thirty job cards can be completed, four of which are laid out face-up with a reward of 1-3 gold nuggets for each when completed.

The progress of the wagon train is controlled by cards, with each player holding three in hand. While game flow is simple, fulfilling demands is not always so. Each player places a movement card face down. The current player reveals his own and that of another. With these two cards, he then resolves the wagon train movements and tries to fulfill jobs. The game ends when a player has earned 15 nuggets or fewer than four incomplete jobs remain. Some jobs are simple with small payoffs while a more difficult one would require, for example, equipping one area with three settlers and two gold diggers or placing the preacher between a settler and a gold digger. In such cases, often the second card is of no help unless players make special arrangements with one another: You scratch my back, I scratch yours. Special cards do things like eliminate or paralyze certain wagons due to fire or broken axles.

",http://cf.geekdo-images.com/818vpxFhfSYRyw_FIyf1M28cTL8=/fit-in/200x150/pic1095966.jpg
2619,Welt der Winde,2000,5.84,15,2.5,2,6,75,75,,Science Fiction Transportation ,Pick-up and DeliverSimultaneous Action Selection,"Multi-player game set in a science fiction World of the Winds.  Gliders fly to a central island, pick up a fictional precious mineral and then fly home again.  Minerals are represented by actual small rocks.  Winds come from the four cardinal directions, apply the same for all players and are represented by six dice which hold the four colors.  Movement of a glider is handled as the additive result of these dice.  Players dial their movements simultaneously and one hopes without error. But one must beware of other gliders which if they land on one, send the glider immediately home without the mineral, much as in Backgammon.  Turbulence points in the four corners behave like warp points and permit gliders to teleport across the board.

",http://cf.geekdo-images.com/7-U1IIDApBYZckESbMpsUQu0ZHY=/fit-in/200x150/pic246945.jpg
2620,Schwimmer in der Wüste,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2621,Claim,1999,7.74706,17,3,2,4,30,30,Abstract,Abstract Strategy ,,"Claim is an abstract tactical game for 2, 3, or 4 players (two teams of 2), age 12 and up.  A typical game usually last about 30 minutes.  Players take turns placing their fence pieces on the 8x8 grid.  The grid starts fenced in by neutral gray fence pieces.  The goal is to enclose a square so that you have more fence pieces surrounding it than any other player.  Once this occurs, you place your color stone on the square and then replace the surrounding fence pieces with neutral gray fences (this may now trigger scoring of adjacent squares).  The game ends when no more plays are available.  The winner is the player or team with the most stones on the board.

The basic grid size of the board is 8x8 squares.

",http://cf.geekdo-images.com/pPsHA5KTFx2lxu7z_H7RqOidHjk=/fit-in/200x150/pic1264722.jpg
2622,Kontor: Das Exportlager,2000,6.62098,41,2.5,2,2,45,45,,City Building Expansion for Base-game ,,"This is an expansion to Kontor.  Each player gets an exportlager (export warehouse) and every time that a dock tile with warehouses is placed one of the warehouses may be added to the export warehouse instead of staying in that dock area.  At the end of the game each warehouse majority (tea, spices or wine) in the export warehouse is worth one victory point.

This expansion can be printed from the web.  Two copies of the expansion along with the Kontor: 3 & 4 player expansion would allow 3-4 players.  One copy would be sufficient for team play.

Expands

    Kontor




",http://cf.geekdo-images.com/zFHvCTQSfpL3BU0wiEAwzL6Vlpc=/fit-in/200x150/pic558326.jpg
