id,title,year,avg rating,no. of ratings,avg complexity,min players,max players,min play time,max play time,categories,types,mechanisms,description,image
9399,Turnabout,2001,4.44444,9,2,2,10,20,90,,Card Game Deduction Dice Math ,Dice RollingHand Management,"Each player starts with 6 cards. The object of the game is to be the first to discard their entire hand each round and collect all the points. The dice dictate which cards you can discard, so it's fairly random.

",http://cf.geekdo-images.com/mXSECDGYCrFi8kUtZGG4DM7BELI=/fit-in/200x150/pic39322.jpg
9400,Sea Power,1982,6.66667,3,0,2,2,240,240,Wargames,Modern Warfare Nautical Wargame ,Dice RollingPaper-and-Pencil,"Realistic game of modern naval warfare, without getting the player bogged down into too any technical details.

It is appreciated that modern naval vessels are equipped with highly sophisticated electronics and weapons systems, but their prime object is still to destroy enemy shipping or incoming missiles. It is therefore assumed that Ships Captains and Gunnery Officers will be aware of the best means to fight off incoming attacks and will use all available missiles and gunnery to its best advantage, as they close to tactical battle range.

A percentage system has been adopted and therefore a lair of percentage dice will be needed to play the game. The dice -one red (10s) and one white or black (units) are always thrown in pairs (e.g. an 8 on the red dice and a 2 on the white or black dice represents a throw of 82%). All figures in the tables are basic percentage chance of hits or detection, after this has been amended by the tactical factors which may apply, the final score is arrived at. A throw of this percentage or less is sufficient. A short measuring tape is provided for use when moving ships but an expanding metal tape will be of use for measuring the ranges of long range weapons.
GROUND SCALE: 2 cm = 1 Nautical Mile
TIME SCALE : 1 move = 5 minutes

",http://cf.geekdo-images.com/_xQvu9OgPndOF28DORQwBe8d_SI=/fit-in/200x150/pic39248.jpg
9401,Armour and Infantry,1973,6.29167,12,2.75,2,2,60,60,Wargames,Miniatures Wargame World War II ,Dice RollingPaper-and-Pencil,"Miniature rules
Although our title gives precedence to armored warfare, this set of rules is equally suitable for combat between infantry companies, and is the first to make realistic provision for all the fringe areas such as communication, engineering, air attack, obstacle clearance, fighting in fortifications, off-table fire, air observation, target location, weather, all types of terrain, and the reaction of troops to combat stress.

The rules are designed to be equally suitable for the old favorite 1/72 scale models and figures and the newer scales down to 1/300 which are revolutionizing modern period war gaming.

The period covered by this set has been selected to include the rise of the fast tank and the independent armored formation, the Spanish, Abyssinian, Sino-Japanese, Russo-Japanese and Russo-Finnish Wars, all the campaigns of the second world war from the invasion of Poland to the Russian sweep through Japanese Manchuria, and the Korean War.
A companion set covers the period from 1950 to 1975, which sees the introduction of anti-tank guided missiles, helicopters, range finders, and efficient A.P.D.S., H.E.S.H. and H.E.A.T. ammunition for tank guns.
A third set covers the whole period from 1925 to 1975, but from the point of view of infantry platoon level combat, and is suitable for figures from 1/72 to 1/35 scale.

This particular period is a very complicated one, with old weapons being replaced by new in an ever proliferating series.
As usual, we include quick reference sheets to avoid leafing through the complete text in a frantic attempt to find the bit you want.
As it is impossible to include details of all weapons on a single sheet, it has instead those that are reasonably universal, together with blank spaces into which you can copy from the main text those others you want to use.
After all, not many wargamers habitually use both Centurions and 1920 vintage Vickers Mediums at the same time, but please dont take this as a challenge!

We presume throughout that a player will have a general knowledge of the weapons he elects to use, and so include performance details only.

One change from our previous sets of rules is the use of alternate instead of simultaneous movement. This is partly due to the reduced validity of a strict time scale in tank versus tank engagements where an exchange of fire is normally completed and one tank disabled in 10 to 15 seconds at close range. It also speeds up play, giving a truer flavor of fast moving tank action, and enables you to tell at a glance which party in an exchange shoots first.

Other innovations include a one to one figure scale and an arithmetical instead of a logarithmic ground scale. A model or figure therefore always represents a single tank or man, not a platoon or section, and a millimeter measured on the table always represents one meter.
Metric measures are used because all campaigns were fought with metric maps, even the one inch ordnance survey has a 1,000 metro grid.

Finally, this is the first set of rules we have produced where we can claim relevant personal experience, one of us having served in the Desert and in Western Europe during the Second World War, and the other having been in turn a field engineer, a tank gunner with experience of Churchill and Sherman and later tanks, and an infantryman.

Includes the rule book and a Quick Reference Sheet

",http://cf.geekdo-images.com/KSPYlY76FCbsTn8uH-Y-nzl9KGU=/fit-in/200x150/pic39250.jpg
9402,Skispringen,2003,4.75,4,2,2,4,60,60,,Dice Sports ,Card DraftingDice Rolling,"Roll the dice and move the spaces. Decide if you want to buy this space. Perhaps you have to draw an action card. You have money in the beginning of the game. And you should have more money in the end of the game.

",http://cf.geekdo-images.com/cdb6Js1tbQLdDJ7qupH05TBAM54=/fit-in/200x150/pic163314.jpg
9403,Charivari,1986,4.3,15,0,2,24,10,10,,Party Game Word Game ,,"The game contains 800 cards with scrambled words and clues. Players have 10 seconds to uncover the scrambled word, if they fail, they get a clue and 10 more seconds. The less clues a player needs, the more points he gets. The first player to reach 2500 points is the winner.

",http://cf.geekdo-images.com/4YR00nf3CmCzckDajhta8LU047E=/fit-in/200x150/pic181694.jpg
9404,Holowczyn: Battle of the Moscow Road,1980,6.91667,18,2,2,2,120,120,Wargames,Wargame ,Hex-and-Counter,"Battle between Swedes and Russians on the road to Moscow 1708. Swedish Game Production Combat Series No. 1.
Production qualities are fairly low but the 17 by 12 map is workmanlike in 5 colors and the counters are clear with Swedes in light blue and Russians in green.
The Russians are on the defensive in prepared positions but are surprised by a sudden Swedish attack through the marshes on the flank of the position. The Swedish units are much better than their opponents but there are few of them. The fight is therefore fairly evenly matched.
The Rules use a standard sequence of play of Move, Defender fires, Attacker fires, Melee and then Rally. Losses are taken to attack strength necessitating the use of loss markers but stacking is limited so the stacks do not get too high.
Special rules include Leaders, Pontoon Bridges, Surprise, extra reinforcements etc.
Same rules as Peter the Great by the same Designer

",http://cf.geekdo-images.com/DC24_6JU-QZJsN6MLpN_wdcilw8=/fit-in/200x150/pic135548.jpg
9406,The Simpsons: Don't Have A Cow Dice Game,1990,4.55,20,1,2,4,20,20,Children's,Children's Game Dice Movies / TV / Radio theme ,Betting/Wagering,"Roll the 8 cubes which have pictures each of the 5 Simpsons. Try to match classic combinations like Homer and Marge, Bart and Homer or the 3 Simpson kids.

Players bet either against or with the dice roller. Losing bets go to the roller, winning bets come from the bank.

",http://cf.geekdo-images.com/Z8wh4QcMehQRhQ91vPvGVnHs-TE=/fit-in/200x150/pic1008430.jpg
9407,Defiance: The Battle of Xuan Loc,1980,6.03571,14,3,2,2,120,120,Wargames,Vietnam War Wargame ,Hex-and-Counter,"Defiance - The Battle of Xuan Loc (11 April 1975) - Combat Series No. 2 - A Vietnam War Game (designer Perry Moore) by Swedish Game Production.

Defiance - The Battle of Xuan Loc includes a three-color map, 130 die cut counters, typeset rules and charts, and ziplock bags for counter storage. The game achieves accurate simulation by means of special rules like: Close Assault, Cluster Bombs, Off-Board Artillery, ARVN desertion, CRT shifts for Leader and Armor units, Optional 'what if' Order of Battle, Air Support, Artillery Barrages. Also included are a Historical Background and Designer's Notes for full playing enjoyment of this unusual battle of the Vietnam War.

During the closing days of the 1975 North Vietnamese Offensive, four NVA divisions were pitted against a small ARVN force, dug-in astride the rugged hills near Xuan Loc - a town of 30,000 people located along one of the key roads into the capital, Saigon. Advancing in strength down the coastal highway were the NVA 5th, 6th, 7th and 341st Divisions, massed with artillery and T-54 tanks. Defiantly blocking their way were the ARVN 18th Divisions and 3rd Tank Brigade. The battle which followed was unique in many respects for the Vietnam War, involving units of divisional size, devastatingly effective ARVN airpower and sophisticated US-made CBU-55 Cluster Bombs. For nearly 2 weeks, the ARVN held Xuan Loc and counterattacked against impossible odds. It was an engagement describable only as 'heroic and gallant' on the part of the South Vietnamese defenders, being one of the few places where the ARVN, though outnumbered, stood and fought with a tenacity which stunned their opponents. So epic was the stand of the ARVN that the entire South Vietnamese Army, previously routed, grew confident again. News reporters were flown in from around the world to witness the battlefield strewn with NVA corpeses, repelled in assault after assault with heavy losses. Game Rating (Based on independent test group results): Complexity - Moderate, Balance - 50% - 50%, Realism - 7, Excitement - 9, Overall - 6.5, Play Time - 3-4 hours.

The end of the Vietnam War - April 1975. The US have pulled out and the South's armies are crumbling before the North's advance.
The components are functional with a 17 by 12 map and about 100 counters. The map is in 4 colours and shows the area around Xuan Loc including Bien Hoa Airbase. The counters are light green for ARVN and dark green for NVA. each counter is a Regiment or Brigade.
The rules are detailed and cover most aspects of modern war without getting too complicated. Special rules include Leaders, Headquarters, Fortifications, ARVN Desertions, Cluster Bombs etc. 
From the Designer's Notes: the game is truly a slugfest. Both sides have a road to victory.

",http://cf.geekdo-images.com/R5aZUlNGy8OilWqbn7QI22fIugg=/fit-in/200x150/pic64956.jpg
9409,Meister Scheibenkleister,2004,6.13684,19,1.5,2,6,20,20,Children's,Children's Game Real-time ,Pattern Recognition,"The window-washer can recognize any window by its size.  Each turn a card showing a rectangle is revealed and players attempt to match it with a window of the exact same size on one of six boards.  Millimeter precision is required.  The first two players to identify the correct window receive a card as a reward and the player with the most cards at the end wins.

",http://cf.geekdo-images.com/35_JY83ryFAtGJB7Gqw-0_26B1c=/fit-in/200x150/pic298973.jpg
9410,Aus die Maus!,2004,3.84,25,1,2,6,20,20,Children's,Card Game Children's Game ,,"The objective of this children's game of luck is to have the most cards at the time that a player receives his ninth mouse chip.    Players discard cards until a mouse card is discarded.  The mouse card has one to three paw prints on it and the following player discards that many cards.  If one of them is a cat card then the player who played the cat card earns a mouse chip and puts the entire discard pile at the bottom of his card pile; otherwise the player who played the mouse card gets the discard pile (but not a mouse chip).

",http://cf.geekdo-images.com/oqo02WhRuJrUMbeD7OwPI9rm92Q=/fit-in/200x150/pic257198.jpg
