id,title,year,avg rating,no. of ratings,avg complexity,min players,max players,min play time,max play time,categories,types,mechanisms,description,image
37267,I Drank What?,2008,5.64545,33,1.125,4,10,15,15,,Bluffing Card Game Deduction Party Game ,Memory,"From the box:
In I Drank What?, it is the party of the year, and all your worst enemies have been invited. You have brought along a bottle of poison to help spice the evening up. Funny, so did all the other guests. With all the witty banter and bumbling of the staff, you have lost track of which glasses of wine were poisoned.

The only thing certain is that someone is going to die, and the survivors will have a good laugh. It's all in good fun, so long as you have the last one. So propose a toast, and drink as if there were no tomorrow, because, for you, tomorrow may never come.

I Drank What? is the fast and furiously funny card game of poison toasts and split-second treachery. It's a wine tasting to die for...

Game Play
Each player has a card representing a glass of wine, face down in front of them; one of these glasses is poisoned. Eventually, everyone will have to take a drink, and someone will die. The last person left alive in the party wins.

",http://cf.geekdo-images.com/SgxZ4fxWIlyDI_5GTaFzFOwd304=/fit-in/200x150/pic906060.jpg
148115,Dubious Alliance Fantasy Card Trading Game,2013,6.32,31,2,3,7,60,60,,Abstract Strategy Adventure Bluffing Card Game Fantasy Negotiation ,Hand ManagementPartnershipsTake ThatTrading,"Dubious Alliance featuring A Band of Orcs is a Fantasy Bluffing Card Game where you are an Orc racing to gather weapons, loot magic items, fight monsters, avoid traps, gain treasure and the prestige to take control of your tribe before someone in your band gets killed. The game is for 3 - 7 players and takes less than an hour to play.

Dubious Alliance is best described as a 'cooperative backstabber'. Players work together to survive the Orc realm of Hirntodia. To win, a Player must 'lie, cheat and steal' to negotiate favorable cards (magic, treasure, victory) and gain the highest Prestige value in trading cards by trading away negative cards (Traps, Monsters and more).

However, because you are a band, you can't out right kill your competition. If an Orc player dies, the game ends and everyone loses! So on the one hand, you are working together to survive and on the other, you need to keep your competition weak so you can win... truly a Dubious Alliance.

",http://cf.geekdo-images.com/rG7FQdmWmfJSQUM1NMiWbWoXNlY=/fit-in/200x150/pic1784988.png
31294,Dead End,2007,5.58164,141,1.7273,2,5,30,30,Thematic,Card Game Exploration Horror Zombies ,Card DraftingHand Management,"The dead have risen from their graves and hunger for human flesh! All of a sudden, your quiet neighborhood has become a zombie-infested hell from which escape seems almost impossible.

Dead End is a non-collectible card game in which every player manages a diverse group of survivors which reflect the clichs of the zombie terror movie genre- trying to flee the town. They will not only need to confront the zombies, the other survivors wont make things easier for them!

In order to get away theyll have to get to several locations and seize weapons, vehicles and items required to break away from the town. The first player who manages to do it will win and the others will become zombie food.

Cards have captions in Spanish and English. Rules are available in both languages as well.

",http://cf.geekdo-images.com/eDtDU3HwEHxHXMaWnkqIWwkBAhk=/fit-in/200x150/pic237339.jpg
206540,Banana Bandits,2016,5.81,30,2,2,4,25,40,,Dice Exploration Fighting ,Action Point Allowance SystemCampaign / Battle Card DrivenDice RollingGrid MovementPress Your Luck,"The boss of the Banana bandits is selecting one member of the crew as his successor. Whoever can first collect three golden banana coins will be the next leader of Banana bandits, and you obtain the golden banana coin by gathering gorilla coins that are held by the other gorillas. Catch these other gorilla's coins to claim victory!

Banana Bandits is an exciting family game with a eye-catching 3D building. Each turn, the active player has three action points, and the player can choose any of these actions to execute:


    Move the gorilla up, down, left or right 1-3 spaces.
    Fight with an adjacent opponent by rolling the dice.
    Draw a card, but only if you're on the first floor.
    Collect all the coins in the room.


When a player collects enough gorilla coins, they can convert two different colors of gorilla coins to one golden banana coin.

",http://cf.geekdo-images.com/grrGr43j35fObHf3Qwq49J3SD6U=/fit-in/200x150/pic3138157.png
153780,Black Sheep and White Sheep,2014,5.65082,61,1.1429,2,4,20,20,,Abstract Strategy Animals Children's Game Miniatures Print & Play ,Grid MovementPress Your Luck,"Meeeeh! Sheep are marching in a sunny day. A herd of black sheep and a herd of
 white sheep meet each other on the bridge form different ends. Unfortunately, 
 the bridge was too narrow for them to pass by each other. Can you get over the 
 bridge before your fellow sheep player does?

Rules
1.Each player alternatively takes turns to move his/her sheep.

2.Only one sheep can be moved in a turn (unless they are stacked).

3.The first player to move all his/her sheep across the bridge wins the game.
(See below for the detailed movement rules)

Game Set Up
1.Each player chooses a color and takes all 5 sheep meeples.
- If playing with coins, please use coins of two different sizes.

2.Each player takes a side as his/her starting position (either 1 or 2) 
  and places all his/her sheep on the starting position.
(The first player who moves all his/her sheep to the other end of the bridge wins the game)

3.Each player tosses all his/her sheep (or coins) to determine their status in the game.
-Standing sheep; Sleeping sheep
-If using coins, differentiate them with heads and tails.

Movement rules
1.If there is no other sheep in front of you sheep, you may advance the sheep one space.

2.If there is at least one sheep (of any color) of the same status in front of your sheep, 
  your sheep may jump over the sheep. You may jump over several sheep of the same status 
  if they occupy consecutive space.

3.If there is at least one sheep (of any color) of different status in front of your sheep,
  your sheep may stack on top of the sheep.

4.You may move any one of your sheep within a stack, and all sheep in the stack must be moved together.

-Example A: When moving the black sleeping sheep, it may jump over the other black sleeping 
 sheep in front of it. And all other sheep in the same stack together will jump together.

-Example B: When moving the white sleeping sheep, it may only advance one space. And all 
 other sheep in the same stack will advance together.

",http://cf.geekdo-images.com/5e2wVfZGvgGXELEujYIezyBN608=/fit-in/200x150/pic2084870.jpg
94571,Oh Gnome You Don't!,2011,5.52471,85,1.625,2,5,90,90,,Economic Fantasy ,Roll / Spin and Move,"In Oh Gnome You Don't! players are the gnomes promised in the title, trying to get their hands on as many gems as possible, whether through sales at various businesses or brawls with their fellow gnomes.

Each player starts with a hand of two cards from a deck of 104 and (optionally) ten Brawl cards, with the gnomes placed at the start of the track. On a turn, a player rolls the die, then moves along the track or into a business (exact roll not needed).

If on the trail, a player plays one card, then draws one card. Green cards give you items to sell later at businesses; purple cards provide an immediate action, such as additional movement, gem theft, missed turns, and so on; red cards allow you to attack another player or defend against attacks. If in a business, the player sells as many green cards as desired, collecting gems for the goods sold.

If being used, Brawl cards can be played when two gnomes land in the same space. If they agree to brawl, each player chooses one card from his personal deck, then simultaneously reveal them. The player with the higher card wins the difference between the cards in gems from the loser.

Players score extra gems or are penalized gems based on their order of finish, with any remaining green cards on the table selling for only half their value. The player with the most points wins.

",http://cf.geekdo-images.com/Y8wiHKGIMiYnp3J7nJ6bPRJPEZI=/fit-in/200x150/pic938244.jpg
9016,Treasure Hunt,1989,5.42581,31,2.2,2,2,30,30,,Adventure Novel-based Pirates ,Modular BoardRoll / Spin and Move,"The scene is Treasure Island, the very one described in the wonderful book, about a week after the landing of the Hispaniola.

Both the Englishmen and the Pirates try to bring 7 treasure chests to their ships. Since they start out with only 6 chests at least one has to be stolen from the opponent.

The tracks through the jungle are made of 19 discs with a variable setup each game; there are 59578*10^24, or about six million billion billion, possible setups. These discs can be rotated during the game to shorten or lengthen the different jungle paths.

",http://cf.geekdo-images.com/LmrdbNNzfAn_RJBYOvU1XdFfF6c=/fit-in/200x150/pic1629339.jpg
2264,Isaac Asimov's Super Quiz,1982,5.46,60,2.6,2,8,45,45,,Trivia Word Game ,,"Trivia game with various categories in small boxes. Each player on their turn selects a Question Category, and also selects the difficulty level of the Question they wish to answer: Freshman- 1 point, Graduate- 2 points, or Ph.D- 3 points. Players receive one question only on their turn.

Categories are Geography, History, Movies, Science, Sports  Games, and Words. Each player must get at least 3, but no more than 10 points in each of the 6 categories. First player to reach 35 points wins.

",http://cf.geekdo-images.com/V2_-AwEx5EwpSpfr0f9UoADDwYI=/fit-in/200x150/pic1051280.jpg
33646,Flippin' Frogs ,2007,5.64828,58,1,2,4,30,30,,Action / Dexterity Children's Game Electronic ,,"From the publisher: Players must use the Lily Pad Launchers to spring their frogs toward the rotating tree to see who stays and who falls.  Whoever has the most frogs left in the tree wins that round. Includes 24 frogs, 4 launchers, base, tree trunk with tree top and 4 tree limbs and instruction sheet. Requires 3 AA batteries.

The flexible, rubbery plastic frogs are shaped to hang easily from the tree branches, but when the branches pop up, these little amphibian friends tend to go flying.

The brown tree trunk and blue game base are made with a sturdy, durable plastic. The green branches are made lighter for extra spring when the frogs land -- and when time is up. The lily pad-shaped catapults work really well -- so well, in fact, they'll fly too if you don't hold them down with a finger.

",http://cf.geekdo-images.com/jEv5Pt0UHFDj59DFBauxMdR-5bk=/fit-in/200x150/pic282494.jpg
13115,Taki,1985,5.52604,96,1,2,10,30,30,,Card Game Number ,,"A card game based on Crazy Eights, very similar to UNO, but with some different cards and rules. A national mainstay in Israel, as UNO is in America.

",http://cf.geekdo-images.com/pVLvsIT0doYlE-1aacmiQmjin6Q=/fit-in/200x150/pic108129.jpg
