id,title,year,avg rating,no. of ratings,avg complexity,min players,max players,min play time,max play time,categories,types,mechanisms,description,image
210100,Adrenaline: Chainsaw weapon card promo,2016,7.55556,18,0,3,5,30,60,,Expansion for Base-game Fighting Miniatures Science Fiction Video Game Theme ,Action Point Allowance SystemArea Control / Area InfluenceArea MovementDeck / Pool Building,"A promo card given away with launch copies sold at Essen 2016.

An entirely new weapon with which to brutalise opponents at very close range.

",http://cf.geekdo-images.com/6bIEVONiQxgOHRhuj4IH1tROQss=/fit-in/200x150/pic3203033.jpg
210102,Macedonia (fan expansion to Ticket to Ride),2016,0,0,0,2,5,30,60,,Expansion for Base-game Fan Expansion Print & Play ,Route/Network Building,"This map is an unofficial fan made expansion. Symbols  Graphics Copyright  2004-2015 Days of Wonder, Inc. Produced with permission of Days of Wonder, for non-commercial use only.

This follows the principles of the basic Ticket to Ride game on a special board with special cards and rules. The object of the game is to gain the most points by travelling various routes and outwitting other players. You will need the train pieces and the train cards from either the US or Europe base games (or you can buy them from the Days of Wonder shop.

There is an extra set of Tourist cards for the cities, each with a value to be earned by visiting that city. These cards are dealt/picked up alongwith tickets in the same quantity and with the same 'keep/dispose' rules.

There are also spanners along some tracks which may help or hinder you. The board does not have any grey tracks or parallel tracks - but there are some options in the spanner pack.

You can gain extra points in the mountains.

There are many new options in the rules: exchange all your cards at the start but keep all the new ones: discard 5 cards and pick up 5 new ones, as your turn: earn extra points: and many more. You can also call time when your wagon stock reaches 3, if you want, giving you the advantage of stopping other players completing tickets.

",http://cf.geekdo-images.com/y1JLE-Exrzvi7wJmfZVb1_6uuGo=/fit-in/200x150/pic3204671.jpg
210108,Grand Bazaar,2016,9.6,5,0,3,4,0,0,,Economic ,Worker Placement,"Constantinople (Istanbul) in the beginning of the 17th century at the Grand Bazaar (Kapali Carsi). Players are the proud owners of a few small textile shops with the ambition to build more and larger shops, sell more goods, gain customers' trust and popularity, in order to become the most successful merchant in Grand Bazaar. Players gain success points by satisfying their customer needs that are influenced by market demands. In order to expand, players need to hire more employees, build new shops and auxiliary buildings, increase their supplies, and attract more customers. Players need to make sure that they satisfy their customers; unsatisfied customers become angry, leave the shops and spoil players' reputation.
During the game, players compete in preparing in the best possible way for running their market shops. Players send their managers and employees to external jobs (common for all players) in order to build new shops, order supplies, hire new employees etc.  Then they operate their shops in order to gain money for the next rounds and success points.
The goal of the game is to gain the most success points.  Success points are gained by operating shops, having a large number of employees, operating a large market and by making presents to the Sultan.

",http://cf.geekdo-images.com/uSWIiFXlLStBh-v_I6TL5hTzHDA=/fit-in/200x150/pic3210549.jpg
210112,Battle of France Junior,2016,8.66667,3,0,2,2,15,30,,Aviation / Flight Wargame World War II ,Dice RollingGrid MovementSimulation,"The game represents one air battle from the time of the Battle of France, May 1940. Planes M.S.406, D.520, B.152, VG-33, P36 and Hurricane fight against Messerschmitt Bf-109.

The main characteristic is that the game board is covered with a net of equilateral triangles. The vertices of these triangles are points at which players hold the position and move figurines.

The objective is to shoot down all enemy planes. One figurine can shoot on enemy figurine by moving behind it. The game continues until one player runs out of the plane.

",http://cf.geekdo-images.com/G133jvg0Hspw6Em6CExdCSX3wT4=/fit-in/200x150/pic3205533.jpg
210113,Tank Chess,2016,9.66667,3,0,2,2,10,50,,Abstract Strategy ,Grid Movement,"Description from the publisher:

Each player has figures: light, medium, heavy and command tank. Like a chess game, a dice is not used. Basic board is on the back of the box, and other smaller is on the internal cardboard.

In each turn player moves one figurine. Figurines move from field to field. The fastest are light tanks and the slowest are heavy tanks.

The goal of the game is to destroy enemy command tank or to escape with own command tank.

",http://cf.geekdo-images.com/04EYG2bZ4-b4ErN-r_Tmi9qKApQ=/fit-in/200x150/pic3205555.jpg
210125,Axis of Evil II: War on the Southern Axis,2019,0,0,0,2,2,0,0,,Modern Warfare Wargame ,Hex-and-Counter,"Axis of Evil II covers potential conflicts in the Greater Middle East in the near future. The game map includes Iran, the Caucasus, Syria, Iraq, the Persian Gulf States and points adjoining. Scenario include the US-Coalition invading Iran to take out the country's nuclear power, a massive Islamic insurgency, a Russian drive to the Gulf, and more. Units are operational commands, SOF and airpower with an element of cyberwar.

The game system is based on Putin Moves South which in turn drew heavily from Ty Bomba's Putin's War. Command control is vital for coordinating forces across the region -- this is represented by an action point system. Netrocentric capable units have an advantage in C2 and often small hi-tek elite forces can get more accomplished than mass armies.

You can use your pool of SOF to give conventional units shifts in combat, but this expends them for a random number of turns. So you have to plan out your SOF allocation. Also, seizing bases is vital, as their occupation can provide additional action points.

",-1
210145,Orléans: Prairie,2016,7,7,0,2,4,0,0,,Expansion for Base-game Medieval Religious Travel ,Deck / Pool BuildingPoint to Point MovementWorker Placement,"Orlans: Prairie is a new level II place tile for use with Orlans.

As the owner of this place tile, whenever you move your pawn to a town where one or more players have already built a trading station, choose a player who owns one of those trading stations. That player must give you 1 good of their choice (if possible).

",http://cf.geekdo-images.com/i7kYevMH-a-SXGKvzt0ohe71KhM=/fit-in/200x150/pic3203595.png
210152,Bushido,2017,0,0,0,2,2,20,30,,Dice Fantasy Fighting ,Card DraftingDice RollingHand Management,"Bushido is a game of dueling martial artists, testing their training against one another.  One shall prevail and prove their techniques superior.  The other will return to studying until they are strong enough to win.

Players begin with a card draft which represent the training of their fighters.

After training players play a series of round wherein they play technique cards from their hands, or change their guards, in order to create a pool of combat dice which they hope to use to strike their opponent or defend their attacks.

In this game damage escalates quickly so players must be able to block, evade, and strike simultaneously to try and keep the momentum of the encounter in their favor.

The game ends when one warrior has bested the other.

",http://cf.geekdo-images.com/pWkB4UzUoNfU_5RjgNxjxS9foKU=/fit-in/200x150/pic3206169.jpg
210158,World-Wide Headlines: Volume Two – Historical Events,1961,0,0,0,2,48,0,0,,Party Game Puzzle ,,"This is a party game comprised of 48 cards, each of which bears the title of a fake newspaper, a real date, and a scrambled headline. Players compete to be the first to yell out the correct unscrambled headline, and the player who succeeds most often wins the game.

For instance, the Freedom Final for December 24, 1776 reads: SHWANIGOTN ROSCSES LADEEWAR IVRRE. Solution: Washington Crosses Delaware River.

The game was published in four versions: World-Wide News (Vol. 1); Historical Events (Vol. 2); Show Business (Vol. 3); and Sports Highlights (Vol. 4).

",http://cf.geekdo-images.com/o4EFGH8pEg7kqhvHOyTT46OlES4=/fit-in/200x150/pic3206100.jpg
210161,Federation of Sol,2018,0,0,0,1,4,0,0,,Science Fiction ,Dice Rolling,"Description from the publisher:

Breathing new life into a tried and true core mechanic can be tricky, but this game is not as centered on cards as the past States of Siege titles have been. Instead, Federation of Sol is a game that is ruled by the roll of the dice. This, along with its premise and goal, gives it a different feel; while other SoS games are primarily driven by surviving the onslaught of the deck, Federation of Sol is about not only withstanding outside pressures, but about driving outward and keeping what the Federation claims.

In Federation of Sol, humans (with you as their acting leader) have achieved the technology necessary for interstellar travel, giving us the capability to expand our empire beyond the solar system. However, it turns out that we are not alone in the universe! Four rival alien races  the Snakes, the Roaches, the Bots, and the People Eaters  are not too thrilled at the Federation's advancement into what they believe is their territory. Top that off with the lurking threat of a band of fearsome space pirates, a race to achieve the best technology, and the ever-shifting tides of diplomacy and war, and Federation of Sol is a game that  both literally and figuratively  takes place on a galactic scale.

Many things can go wrong on this journey. If an extraterrestrial ship is in Sol by the end of one's turn, the Earth is conquered and the humans will be lost to their new overlords. If Federation Stability drops to zero, anarchy will reign supreme. If all of the aliens achieve technology beyond what humanity could ever dream of, then mankind will be utterly outclassed and unable to progress outside of the solar system.

But even with all of these ways to fail, the humans are determined, and if we take over the exoplanets in the various enemy territories, we will have an established foothold in galactic affairs for millennia to come. However, to do this we must build ships and stations, maneuver those ships to other worlds, research new technologies, spy on the advancements of our rivals, and keep up morale. Meanwhile, the political tides of the aliens are always in constant flux; perhaps if they do go to war, that could be used to our advantage....

",-1
