id,title,year,avg rating,no. of ratings,avg complexity,min players,max players,min play time,max play time,categories,types,mechanisms,description,image
86003,Aether Captains,2010,7.17121,66,2,1,6,30,60,,Dice Fighting Pirates Print & Play Science Fiction ,Dice RollingModular BoardRoll / Spin and Move,"Aether Captains is a steampunk themed, scenario-based, asymmetric board game for 1-6 players.

One player commands the mighty naval zeppelins of the Grand Compact: Dauntless and Dominion. As Commander, you have been tasked by the Emperor to defend the Grand Compact and Arkady from the merciless sky pirates. With your staunch crew of steam welders, engineers, navigators and gunners, you fly with honor to confront the pirates threatening Arkady.

The remaining players command waves of attacking sky pirates, each with their own unique objectives which may pit them against any player when it results in the greatest profit for themselves. Infamous and feared, you have risen through the cutthroat cadres to become a War Captain. You swear to never rest until you control the skies and the Grand Compact falls!

",http://cf.geekdo-images.com/tQ4Junc3-bHugl6YQFITFnO_v-c=/fit-in/200x150/pic2692549.jpg
153498,Kamisado Max,2014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
174064,Stratego Waterloo,2015,7.9661,59,2.6667,2,2,45,120,Strategy,Abstract Strategy Bluffing Deduction Fighting Memory Napoleonic ,Grid MovementMemorySecret Unit Deployment,"Relive and refight the Battle of Waterloo by leading your troops on as either Emperor Napoleon or the Duke of Wellington. Will you succeed in punching through Wellingtons lines before the arrival of the Prussians or will you, as Napoleon did, Meet your Waterloo?

Stratego Waterloo is a highly flexible tactical board game specially designed to commemorate the bicentenary of the Battle of Waterloo. Thanks to the basic, standard and expert game rules it will provide both casual and expert gamers an hour to an hour and a half of battlefield excitement.

Play as either Napoleon or Wellington and lead your infantry and cavalry into the fray, set up your artillery to wreak havoc on your opponents position! Relive and refight this epic but bloody battle: storm or bombard the farm of Hougemont, let your heavy cavalry charge down in a wild frenzy or let your brave marshal lead your excited troops into that gap in order to sever the enemy's lines of communications.

As Wellington, will you stand your ground and wait for the arrival of the Prussian reinforcements or will you take the inititiative and make the most of every mistake the French make? As Napoleon, will you start the battle early but with less troops or will you use your entire force to knock those British, Germans and Dutch from that ridge? YOU decide the destiny of Europe.

Although great care has been taken to offer the players a good feel of the historical battle, the movable terrain tiles invite you to create and play any fictional battle. No time to play an entire battle and only a half an hour to spare? Then treat yourselves to a simple skirmish by using just half of the available pieces!

AWARDS  HONORS:

Nominated as 'most valued boardgame of 2015' Netherlands 
http://www.speelgoedmagazine.nl/speelgoedmagazine-nl-awards/

Nominated for 'Toy of the year 2015' Netherlands
http://www.speelgoedvanhetjaar.nl/nominaties/categorie/12-plus

Nominated for 'Boardgame of the year 2015' Belgium
http://www.hetspeelgoedvanhetjaar.be/2015/nl/participants-06-jeux-famille

",http://cf.geekdo-images.com/vO_tMKRMjK280IzCXC_NFYO55U0=/fit-in/200x150/pic2430568.png
205867,Bohnanza: Das Duell,2016,7.53488,43,1,2,2,45,45,,Card Game ,,"Bohnanza  Das Duell: Give as good as you get!

What was that thing about the gift horse? In this two-player variant of Bohnanza, both bean farmers give each other gifts of beans they cant use themselves  to make life harder for their opponent, if possible. Trying to fulfill their secret bo(h)nus requirements, they both need to keep a vigilant eye on the other players bean fields. Give as good as you get in Bohnanza  Das Duell, there can be only one winner!

How to play Bohnanza  Das Duell:
Both duelists have bean field mats in front of themselves to plant their beans on. Between them, there is a row of eight gift cards. Each player holds five hand cards and three bo(h)nus cards with secret objectives. Playing the bean duel, you have the option of planting more than one type of bean in the same field, but when you plant a different bean than the one youve planted before, it has to have the next highest number than the one before. When harvesting your beans, its the beanometer of the last card youve planted that counts.
At the start of each turn, the active player plants two beans from their hand and turns over bean cards as usual. Instead of trading, however, they offer their opponent one bean as a gift by pushing this bean types gift card in their direction. The other player can accept the gift or decline it, but if they dont take it, they have to offer a gift in return. You are allowed to bluff, but it may cost you if your bluff is called! Important: Only the first player to accept a gift actually receives the bean card in question. After this exchange, plant all beans you have received and turned over, then draw new cards.
Bo(h)nus cards can be fulfilled at any time when the required combination of beans printed on the card can be found in any bean field. Fulfilling an objective earns you bean dollars and the brand new bean cents. When the draw pile is used up, the player with the most bean dollars wins the game.

Bohnanza  Das Duell is a variant of the popular bean trading game Bohnanza designed exclusively for two players. The gifting rules and bo(h)nus cards facilitate interaction between the two players and give fans something new to try out.

(source: press information from AMIGO)

",http://cf.geekdo-images.com/Ip-by4WJ7xnNqHdsX6ZeVbwcEkE=/fit-in/200x150/pic3125637.jpg
6399,Ancients I,1992,6.32121,99,1.95,1,2,90,90,Wargames,Ancient Wargame ,Dice RollingHex-and-CounterSimulation,"Ancients I has 32 different scenarios, each covering a battle from the period 1800 B.C. to 1400 A.D. There is a low Complexity Rating and a very high Solitaire Suitability Rating.

Re-implements:

    Ancients




Expanded by:

    Ancients II




Re-implemented by:

    Ancient Battles Deluxe




",http://cf.geekdo-images.com/TdWPwgIH3sXWITQNuKQPjBYOkKE=/fit-in/200x150/pic44341.jpg
40773,"Bürger, Baumeister & Co.",2009,6.05335,164,1.8182,2,4,45,45,,City Building ,Hand Management,"Brger, Baumeister  Co. means in English: Citizen, builder  Co.

A game for the 150th anniversary of Saalbau/Frankfurt.

When the great cities of Europe tore down their fortified walls in the 19th Century, a stunning construction boom took place. Sprawling parks, stately residential quarters and industrial district sprang up around the old Medieval city centres. During the so-called Founding Time, the cities burghers took the lead in cultural affairs and laid the groundwork for many museums, foundations and institutions  many of which still exist today.

Players act as burghers of that time. Through large and small building projects, they try to turn Frankfurt am Main into a cultural and industrial hub. The player who collects the most Fame Points doing so wins the game.

Contents: 1  game board, 60 building tiles, 12 coins, 12 crane tiles, 1 mayor figure, 4 builder tiles, 4 score markers, 1 offer board, rules

",http://cf.geekdo-images.com/IDZEn4Q3DkkFqJdQnDcT9v5Relk=/fit-in/200x150/pic444263.jpg
6750,Diceland: Ogre,2003,6.54635,92,2.1667,2,2,10,10,Thematic,Action / Dexterity Collectible Components Dice Fighting Science Fiction ,Action Point Allowance SystemDice RollingHand ManagementVariable Player Powers,"It's OGRE implemented in Diceland!

The game consists of one 4-inch die (the Ogre Cybertank) and a set of 16 smaller dice representing lesser units. One side plays the Ogre; the other side picks 30+X points of units, where X is the cost of the smallest unit.
Each turn (starting with the non-Ogre player - call them the Defender), the player may either activate a die on the table or throw a new die onto the table and immediately activate it. Each die has 8 sides with variable levels of attack and defense, as well as special powers. Facing matters when attacking, but range only matters if one potential target is closer than another.
When a die attacks: if its Attack value is greater than the target's Defense value, the target die is destroyed and the player scores its point value. If the Attack Value is lower (even an Attack of 1 agains the Ogre's 40+), the target shifts one side (effectively losing 1 of its 1d8 hit points).
Instead of attacking, a die can move, rotating on its edge for a better firing position or to expose a better face. The Ogre can both fire and then move, making it hard to kill.
If the Defender can get several dice on the table, they have a Command Post which can activate every die, bringing the Ogre down quickly. The Ogre also has a 'systems card' like the old Steve Jackson game, allowing its weapons and treads to be attacked.
The winner is the first to score 50 points; the Ogre is worth 50 points and the Command Post isn't worth any (destroying it is not the goal).

List of Diceland sets and armies

Related to the Ogre/GEV Family.

",http://cf.geekdo-images.com/0kbcNU8OItymI5n0WG-14Go7vvU=/fit-in/200x150/pic575253.jpg
171541,Flying Kiwis,2015,6.27627,118,1.2,2,4,10,10,,Animals Children's Game Real-time ,Action / Movement ProgrammingPattern Building,"The kiwis are loose! Who will manage to land four birds in the square?

Using a ramp, players in Flying Kiwis flip their kiwis onto the game board. But watch out because once another player's bird covers yours, you can no longer score for this kiwi. It's sure to make you feel like a birdbrain!

",http://cf.geekdo-images.com/kwnVeZsK171t8z2qMpjT-7p4C_4=/fit-in/200x150/pic2368701.jpg
159877,Hat-Trick,2014,7.399,50,2.3333,2,2,40,40,,Card Game Sports ,Grid MovementHand ManagementSimulationSimultaneous Action Selection,"Expanded by:

     Hat-Trick: 'Players' Expansion (2016)




Hat-Trick is a highly-tactical football card game for two players (managers) that simulates a complete football (soccer) match.

Managers use player-cards to make a football pitch and move their players, while two identical sets of action cards let them perform various actions: short passes, long balls or dribblings. Putting the ball in the final line of the pitch triggers a Scoring Opportunity phase, which is a mini-game in itself and is performed using shooting and goalkeeping cards.

The game contains 32 ready-to-play national teams of variable strength. Moreover, it is possible to customize your own teams based on any club in the world.

",http://cf.geekdo-images.com/etmlC7pYxJd6ndYkFr4xDtlU8Fg=/fit-in/200x150/pic3077001.jpg
11139,"Bloody April: The Battle of Shiloh, 1862",1979,6.71216,74,4.2667,2,6,1200,1200,Wargames,American Civil War Wargame ,Hex-and-Counter,"Bloody April is the grand tactical, regimental level simulation of the Battle of Shiloh (Tennessee), April 6-7, 1862. Bloody April is Richard Berg's second game using the award winning system for American Civil War battles introduced in Terrible Swift Sword (Gettysburg).

There are 1200 counters and two 22 x 34 full color maps. Each hexagon on the map is 115 yards and each game turn is 20 minutes. Counters represent regiments and each strength point on the infantry / cavalry counters is the equivalent of 100 effective men. Artillery counters represent batteries, with each strength point equal to one gun.

",http://cf.geekdo-images.com/LxiocMM2JO6UVPE5Nzk8EgaZY4E=/fit-in/200x150/pic402675.jpg
